STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2011,,50.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,54.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,33.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,14.81,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,33.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,48.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,17.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,1.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,18.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2013,,36.88,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2013,,29.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2013,,30.22,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,7.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,53.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,14.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,6.47,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,4.3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,5.94,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,40.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,52.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,51.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,58.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,49.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,49.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,15.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,18.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2011,,1.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2019,,4.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,0.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,5.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,70.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,65.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,25.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,11.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,13.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,21.84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2013,,24.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,18.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2013,,70.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,72.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,88.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,89.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,39.43,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2013,,43.22,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,72.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,24.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,80.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,49.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,52.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,43,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,51.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2016,,51.28,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2018,,56.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2021,,52.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2016,,67.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2018,,76.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2021,,68.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,47.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,32.89,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,34.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,35.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,48.78,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,26.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2012,,19.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2012,,8.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,79.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,11.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,6.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,58.81,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,24.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,30.3,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,6.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,64.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,65.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,42.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,8.35,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2017,,5.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,19.98,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2017,,24.76,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2016,,41.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2018,,46.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2021,,44.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2019,,50.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,5.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2012,,27.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2012,,49.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,73.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,65.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,1.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,1.97,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,67.7,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,47.53,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,66.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2017,,61.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,57.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,35.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2017,,35.14,,PERCENT,percent,,,,,,,,,,
